Sr.no,Airport Name,City,Country,Airport Code
5467,North Spirit Lake Airport,North Spirit Lake,Canada,YNO
5468,Bearskin Lake Airport,Bearskin Lake,Canada,XBE
5469,Kingfisher Lake Airport,Kingfisher Lake,Canada,KIF
5470,Ogoki Post Airport,Ogoki Post,Canada,YOG
5471,Poplar Hill Airport,Poplar Hill,Canada,YHP
5472,Chisasibi Airport,Chisasibi,Canada,YKU
5473,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,ZTB
5474,La Tabatière Airport,La Tabatière,Canada,ZLT
5475,Nantong Airport,Nantong,China,NTG
5476,Apartadó Airport,Apartadó,Colombia,\N
5477,Tarapacá Airport,Tarapacá,Colombia,TCD
5478,Cat Lake Airport,Cat Lake,Canada,YAC
5479,Fort Frances Municipal Airport,Fort Frances,Canada,YAG
5480,Kasabonika Airport,Kasabonika,Canada,XKS
5481,Kangirsuk Airport,Kangirsuk,Canada,YKG
5482,Attawapiskat Airport,Attawapiskat,Canada,YAT
5483,Lac Du Bonnet Airport,Lac Du Bonnet,Canada,\N
5484,Uranium City Airport,Uranium City,Canada,YBE
5485,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,YBX
5486,Cartwright Airport,Cartwright,Canada,YRF
5487,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,YCS
5488,Nain Airport,Nain,Canada,YDP
5489,Fort Severn Airport,Fort Severn,Canada,YER
5490,Fort Albany Airport,Fort Albany,Canada,YFA
5491,Fort Hope Airport,Fort Hope,Canada,YFH
5492,Makkovik Airport,Makkovik,Canada,YMN
5493,Texada Gillies Bay Airport,Texada,Canada,YGB
5494,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,YGO
5495,Igloolik Airport,Igloolik,Canada,YGT
5496,Kuujjuarapik Airport,Kuujjuarapik,Canada,YGW
5497,Gillam Airport,Gillam,Canada,YGX
5498,Grise Fiord Airport,Grise Fiord,Canada,YGZ
5499,Quaqtaq Airport,Quaqtaq,Canada,YQC
5500,Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH
5501,Nemiscau Airport,Nemiscau,Canada,YNS
5502,Hopedale Airport,Hopedale,Canada,YHO
5503,Chevery Airport,Chevery,Canada,YHR
5504,Ivujivik Airport,Ivujivik,Canada,YIK
5505,Island Lake Airport,Island Lake,Canada,YIV
5506,Akulivik Airport,Akulivik,Canada,AKV
5507,Waskaganish Airport,Waskaganish,Canada,YKQ
5508,Aupaluk Airport,Aupaluk,Canada,YPJ
5509,Kimmirut Airport,Kimmirut,Canada,YLC
5510,Lansdowne House Airport,Lansdowne House,Canada,YLH
5511,St Georges Airport,Lutselk'e,Canada,YSG
5512,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,XGR
5513,Mary's Harbour Airport,Mary's Harbour,Canada,YMH
5514,Chapais Airport,Chibougamau,Canada,YMT
5515,Umiujaq Airport,Umiujaq,Canada,YUD
5516,Wemindji Airport,Wemindji,Canada,YNC
5517,Norway House Airport,Norway House,Canada,YNE
5518,Points North Landing Airport,Points North Landing,Canada,YNL
5519,Oxford House Airport,Oxford House,Canada,YOH
5520,Inukjuak Airport,Inukjuak,Canada,YPH
5521,Pikangikum Airport,Pikangikum,Canada,YPM
5522,Peawanuck Airport,Peawanuck,Canada,YPO
5523,Powell River Airport,Powell River,Canada,YPW
5524,The Pas Airport,The Pas,Canada,YQD
5525,Nakina Airport,Nakina,Canada,YQN
5526,Rae Lakes Airport,Gamètì,Canada,YRA
5527,Red Lake Airport,Red Lake,Canada,YRL
5528,Stony Rapids Airport,Stony Rapids,Canada,YSF
5529,Sanikiluaq Airport,Sanikiluaq,Canada,YSK
5530,St. Theresa Point Airport,St. Theresa Point,Canada,YST
5531,Big Trout Lake Airport,Big Trout Lake,Canada,YTL
5532,Deer Lake Airport,Deer Lake,Canada,YVZ
5533,Webequie Airport,Webequie,Canada,YWP
5534,Whale Cove Airport,Whale Cove,Canada,YXN
5535,Salluit Airport,Salluit,Canada,YZG
5536,York Landing Airport,York Landing,Canada,ZAC
5537,Ilford Airport,Ilford,Canada,ILF
5538,Bathurst Airport,Bathurst,Canada,ZBF
5539,Eastmain River Airport,Eastmain River,Canada,ZEM
5540,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,ZFD
5541,Gods River Airport,Gods River,Canada,ZGI
5542,Swan River Airport,Swan River,Canada,ZJN
5543,Kashechewan Airport,Kashechewan,Canada,ZKE
5544,Muskrat Dam Airport,Muskrat Dam,Canada,MSA
5545,Masset Airport,Masset,Canada,ZMT
5546,Sachigo Lake Airport,Sachigo Lake,Canada,ZPB
5547,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ
5548,Sandy Lake Airport,Sandy Lake,Canada,ZSJ
5549,Shamattawa Airport,Shamattawa,Canada,ZTM
5550,Churchill Falls Airport,Churchill Falls,Canada,ZUM
5551,Wollaston Lake Airport,Wollaston Lake,Canada,ZWL
5552,Batna Airport,Batna,Algeria,BLJ
5553,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH
5554,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW
5555,Guemar Airport,Guemar,Algeria,ELU
5556,Kumasi Airport,Kumasi,Ghana,KMS
5557,Heringsdorf Airport,Heringsdorf,Germany,HDF
5558,Heide-Büsum Airport,Büsum,Germany,HEI
5559,Helgoland-Düne Airport,Helgoland,Germany,HGL
5560,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY
5561,Nottingham Airport,Nottingham,United Kingdom,NQT
5562,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA
5563,Campbeltown Airport,Campbeltown,United Kingdom,CAL
5564,Eday Airport,Eday,United Kingdom,EOI
5565,Fair Isle Airport,Fair Isle,United Kingdom,FIE
5566,North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL
5567,Papa Westray Airport,Papa Westray,United Kingdom,PPW
5568,Stronsay Airport,Stronsay,United Kingdom,SOY
5569,Sanday Airport,Sanday,United Kingdom,NDY
5570,Lerwick / Tingwall Airport,Lerwick,United Kingdom,LWK
5571,Westray Airport,Westray,United Kingdom,WRY
5572,Land's End Airport,Land's End,United Kingdom,LEQ
5573,Penzance Heliport,Penzance,United Kingdom,PZE
5574,Anglesey Airport,Angelsey,United Kingdom,VLY
5575,Barra Airport,Barra,United Kingdom,BRR
5577,Donegal Airport,Dongloe,Ireland,CFN
5578,Weston Airport,Leixlip,Ireland,\N
5579,Sindal Airport,Sindal,Denmark,CNL
5580,Leknes Airport,Leknes,Norway,LKN
5581,Namsos Høknesøra Airport,Namsos,Norway,OSY
5582,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,MQN
5583,"Rørvik Airport, Ryum",Rørvik,Norway,RVK
5584,Røst Airport,Røst,Norway,RET
5585,Sandane Airport (Anda),Sandane,Norway,SDN
5586,Sogndal Airport,Sogndal,Norway,SOG
5587,Svolvær Helle Airport,Svolvær,Norway,SVJ
5588,Sørkjosen Airport,Sorkjosen,Norway,SOJ
5589,"Vardø Airport, Svartnes",Vardø,Norway,VAW
5590,Værøy Heliport,Værøy,Norway,VRY
5591,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG
5592,Łódź Władysław Reymont Airport,Lodz,Poland,LCJ
5593,Åre Östersund Airport,Östersund,Sweden,OSD
5594,Hagfors Airport,Hagfors,Sweden,HFS
5595,Karlstad Airport,Karlstad,Sweden,KSD
5596,Torsby Airport,Torsby,Sweden,TYF
5597,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH
5598,Storuman Airport,Mohed,Sweden,SQO
5599,Hemavan Airport,Hemavan,Sweden,HMV
5600,Shilavo Airport,Shilavo,Ethiopia,HIL
5601,Shire Inda Selassie Airport,Shire Indasilase,Ethiopia,SHC
5602,Ventspils International Airport,Ventspils,Latvia,VTS
5603,Rand Airport,Johannesburg,South Africa,QRA
5604,Kruger Mpumalanga International Airport,Mpumalanga,South Africa,MQP
5605,Malamala Airport,Malamala,South Africa,AAM
5606,Mmabatho International Airport,Mafeking,South Africa,MBD
5607,Ghanzi Airport,Ghanzi,Botswana,GNZ
5608,Orapa Airport,Orapa,Botswana,ORP
5609,Shakawe Airport,Shakawe,Botswana,SWX
5610,Limpopo Valley Airport,Tuli Lodge,Botswana,TLD
5611,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),DIS
5612,Chipata Airport,Chipata,Zambia,CIP
5613,Los Alamitos Army Air Field,Solwesi,Zambia,SLI
5614,Iconi Airport,Moroni,Comoros,YVA
5615,Antsalova Airport,Antsalova,Madagascar,WAQ
5616,Ankavandra Airport,Ankavandra,Madagascar,JVA
5617,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,BMD
5618,Maintirano Airport,Maintirano,Madagascar,MXT
5619,Morafenobe Airport,Morafenobe,Madagascar,TVA
5620,Tambohorano Airport,Tambohorano,Madagascar,WTA
5621,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,WTS
5622,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,WAM
5623,Port Bergé Airport,Port Bergé,Madagascar,WPB
5624,Ambanja Airport,Ambanja,Madagascar,\N
5625,Soalala Airport,Soalala,Madagascar,DWB
5626,Mampikony Airport,Mampikony,Madagascar,WMP
5627,Nasa Shuttle Landing Facility Airport,Tsaratanana,Madagascar,TTS
5628,Mandritsara Airport,Mandritsara,Madagascar,WMA
5629,Manja Airport,Manja,Madagascar,MJA
5630,Catumbela Airport,Catumbela,Angola,CBT
5631,Dundo Airport,Dundo,Angola,DUE
5632,Ngjiva Pereira Airport,Ondjiva,Angola,VPE
5633,Namibe Airport,Mocamedes,Angola,MSZ
5634,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU
5635,Mouilla Ville Airport,Mouila,Gabon,MJL
5636,Tchibanga Airport,Tchibanga,Gabon,TCH
5637,Chimoio Airport,Chimoio,Mozambique,VPY
5638,Croisette Heliport,Cannes,France,JCA
5639,Sarh Airport,Sarh,Chad,SRH
5640,Club Makokola Airport,Club Makokola,Malawi,CMK
5641,Luderitz Airport,Luderitz,Namibia,LUD
5642,Ondangwa Airport,Ondangwa,Namibia,OND
5643,Oranjemund Airport,Oranjemund,Namibia,OMD
5644,Swakopmund Airport,Swakopmund,Namibia,SWP
5645,Eros Airport,Windhoek,Namibia,ERS
5646,Boma Airport,Boma,Congo (Kinshasa),BOA
5647,Tshimpi Airport,Matadi,Congo (Kinshasa),MAT
5648,Inongo Airport,Inongo,Congo (Kinshasa),INO
5649,Nioki Airport,Nioki,Congo (Kinshasa),NIO
5650,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ
5651,Basankusu Airport,Basankusu,Congo (Kinshasa),BSU
5652,Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH
5653,Lodja Airport,Lodja,Congo (Kinshasa),LJA
5654,Ilebo Airport,Ilebo,Congo (Kinshasa),PFR
5655,Gamba,Gamba,Gabon,GAX
5656,Foula Airport,Foula,United Kingdom,FOA
5657,Outer Skerries Airport,Outer Skerries,United Kingdom,OUK
5658,Papa Stour Airport,Papa Stour,United Kingdom,PSV
5659,La Gomera Airport,La Gomera,Spain,GMZ
5660,Lauriston Airport,Carriacou Island,Grenada,CRU
5661,Ceuta Heliport,Ceuta,Spain,JCU
5662,Sherbro International Airport,Bonthe,Sierra Leone,BTE
5663,Bo Airport,Bo,Sierra Leone,KBS
5664,Kenema Airport,Kenema,Sierra Leone,KEN
5665,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB
5666,Groennedal Heliport,Groennedal,Greenland,JGR
5667,Akunnaaq Heliport,Akunnaaq,Greenland,QCU
5668,Iginniarfik Heliport,Iginniarfik,Greenland,QFI
5669,Smara Airport,Smara,Western Sahara,SMW
5670,Dakhla Airport,Dakhla,Western Sahara,VIL
5671,Mogador Airport,Essadouira,Morocco,ESU
5672,Hassan I Airport,El Aaiún,Western Sahara,EUN
5673,Nador International Airport,El Aroui,Morocco,NDR
5674,Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI
5675,São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL
5676,Baco Airport,Baco,Ethiopia,BCO
5677,Beica Airport,Beica,Ethiopia,BEI
5678,Combolcha Airport,Dessie,Ethiopia,DSE
5679,Dembidollo Airport,Dembidollo,Ethiopia,DEM
5680,Gode Airport,Gode,Ethiopia,GDE
5681,Gore Airport,Gore,Ethiopia,GOR
5682,Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK
5683,Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF
5684,Tippi Airport,Tippi,Ethiopia,TIE
5685,Alula Airport,Alula,Somalia,ALU
5686,Bosaso Airport,Bosaso,Somalia,BSA
5687,Aden Adde International Airport,Mogadishu,Somalia,MGQ
5688,Galcaio Airport,Galcaio,Somalia,GLK
5689,Burao Airport,Burao,Somalia,BUO
5690,El Arish International Airport,El Arish,Egypt,AAC
5691,Assiut International Airport,Asyut,Egypt,ATZ
5692,Amboseli Airport,Amboseli National Park,Kenya,ASV
5693,Lokichoggio Airport,Lokichoggio,Kenya,LKG
5694,Malindi Airport,Malindi,Kenya,MYD
5695,Nanyuki Airport,Nanyuki,Kenya,NYK
5696,Gardabya Airport,Sirt,Libya,SRX
5697,Gamal Abdel Nasser Airport,Tobruk,Libya,TOB
5698,Mitiga Airport,Tripoli,Libya,MJI
5699,La Abraq Airport,Al Bayda',Libya,LAQ
5700,Atbara Airport,Atbara,Sudan,ATB
5701,Nyala Airport,Nyala,Sudan,UYL
5702,Port Sudan New International Airport,Port Sudan,Sudan,PZU
5703,Bukoba Airport,Bukoba,Tanzania,BKZ
5704,Kigoma Airport,Kigoma,Tanzania,TKQ
5705,Kikwetu Airport,Lindi,Tanzania,LDI
5706,Musoma Airport,Musoma,Tanzania,MUZ
5707,Shinyanga Airport,Shinyanga,Tanzania,SHY
5708,Tabora Airport,Tabora,Tanzania,TBO
5709,Arua Airport,Arua,Uganda,RUA
5710,Gulu Airport,Gulu,Uganda,ULU
5711,Diu Airport,Diu,India,DIU
5712,Gheshm Airport,Gheshm,Iran,GSM
5713,San Domino Island Heliport,Tremiti Islands,Italy,TQR
5714,Aberdeen Regional Airport,Aberdeen,United States,ABR
5715,Southwest Georgia Regional Airport,Albany,United States,ABY
5716,Athens Ben Epps Airport,Athens,United States,AHN
5717,Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM
5718,Waterloo Regional Airport,Waterloo,United States,ALO
5719,Walla Walla Regional Airport,Walla Walla,United States,ALW
5720,Alpena County Regional Airport,Alpena,United States,APN
5721,Watertown Regional Airport,Watertown,United States,ATY
5722,Bradford Regional Airport,Bradford,United States,BFD
5723,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF
5724,Raleigh County Memorial Airport,Beckley,United States,BKW
5725,Brunswick Golden Isles Airport,Brunswick,United States,BQK
5726,Southeast Iowa Regional Airport,Burlington,United States,BRL
5727,Jack Mc Namara Field Airport,Crescent City,United States,CEC
5728,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI
5729,Chippewa County International Airport,Sault Ste Marie,United States,CIU
5730,North Central West Virginia Airport,Clarksburg,United States,CKB
5731,William R Fairchild International Airport,Port Angeles,United States,CLM
5732,Houghton County Memorial Airport,Hancock,United States,CMX
5733,Dodge City Regional Airport,Dodge City,United States,DDC
5734,DuBois Regional Airport,Du Bois,United States,DUJ
5735,Chippewa Valley Regional Airport,Eau Claire,United States,EAU
5736,Elko Regional Airport,Elko,United States,EKO
5737,New Bedford Regional Airport,New Bedford,United States,EWB
5738,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY
5739,Wokal Field Glasgow International Airport,Glasgow,United States,GGW
5740,Central Nebraska Regional Airport,Grand Island,United States,GRI
5741,Memorial Field,Hot Springs,United States,HOT
5742,Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS
5743,Kili Airport,Kili Island,Marshall Islands,KIO
5744,Kirksville Regional Airport,Kirksville,United States,IRK
5745,Jamestown Regional Airport,Jamestown,United States,JMS
5746,Laramie Regional Airport,Laramie,United States,LAR
5747,Arnold Palmer Regional Airport,Latrobe,United States,LBE
5748,North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF
5749,Lebanon Municipal Airport,Lebanon,United States,LEB
5750,Klamath Falls Airport,Klamath Falls,United States,LMT
5751,Lancaster Airport,Lancaster,United States,LNS
5752,Lewistown Municipal Airport,Lewistown,United States,LWT
5753,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH
5754,Muskegon County Airport,Muskegon,United States,MKG
5755,Frank Wiley Field,Miles City,United States,MLS
5756,Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL
5757,Southwest Oregon Regional Airport,North Bend,United States,OTH
5758,Owensboro Daviess County Airport,Owensboro,United States,OWB
5759,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB
5760,Pocatello Regional Airport,Pocatello,United States,PIH
5761,Pierre Regional Airport,Pierre,United States,PIR
5762,Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN
5763,Portsmouth International at Pease Airport,Portsmouth,United States,PSM
5764,Reading Regional Carl A Spaatz Field,Reading,United States,RDG
5765,Rhinelander Oneida County Airport,Rhinelander,United States,RHI
5766,Rock Springs Sweetwater County Airport,Rock Springs,United States,RKS
5767,Rutland - Southern Vermont Regional Airport,Rutland,United States,RUT
5768,San Luis County Regional Airport,San Luis Obispo,United States,SBP
5769,Sheridan County Airport,Sheridan,United States,SHR
5770,Adirondack Regional Airport,Saranac Lake,United States,SLK
5771,Salina Municipal Airport,Salina,United States,SLN
5772,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX
5773,Tupelo Regional Airport,Tupelo,United States,TUP
5774,Quincy Regional Baldwin Field,Quincy,United States,UIN
5775,Victoria Regional Airport,Victoria,United States,VCT
5776,Valdosta Regional Airport,Valdosta,United States,VLD
5777,Worland Municipal Airport,Worland,United States,WRL
5778,Kiwayu (Mkononi) Airport,Kiwayu,Kenya,KWY
5779,Yakima Air Terminal McAllister Field,Yakima,United States,YKM
5780,Ercan International Airport,Nicosia,Cyprus,ECN
5781,Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL
5782,Île d'Yeu Airport,Île d'Yeu,France,IDY
5783,Angers-Loire Airport,Angers/Marcé,France,ANE
5786,La Môle Airport,La Môle,France,LTT
5787,Syros Airport,Syros Island,Greece,JSY
5788,Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV
5789,Győr-Pér International Airport,Győr,Hungary,QGY
5790,Sármellék International Airport,Sármellék,Hungary,SOB
5791,Aosta Airport,Aosta,Italy,AOT
5792,Salerno Costa d'Amalfi Airport,Salerno,Italy,QSR
5793,Corvo Airport,Corvo,Portugal,CVU
5794,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX
5795,Uşak Airport,Usak,Turkey,USQ
5796,Kars Airport,Kars,Turkey,KSY
5797,Şanlıurfa Airport,Sanliurfa,Turkey,SFQ
5798,Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM
5799,Ağrı Airport,Agri,Turkey,AJI
5800,Adıyaman Airport,Adiyaman,Turkey,ADF
5801,Süleyman Demirel International Airport,Isparta,Turkey,ISE
5802,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO
5803,Samsun Çarşamba Airport,Samsun,Turkey,SZF
5804,Misratah Airport,Misratah,Libya,MRA
5805,Ubari Airport,Ubari,Libya,QUB
5806,Žilina Airport,Žilina,Slovakia,ILZ
5807,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,GDT
5808,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,MDS
5809,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX
5810,Samaná El Catey International Airport,Samana,Dominican Republic,AZS
5811,La Isabela International Airport,La Isabela,Dominican Republic,JBQ
5812,Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR
5813,Quezaltenango Airport,Quezaltenango,Guatemala,AAZ
5814,Utirik Airport,Utirik Island,Marshall Islands,UTK
5815,Ailuk Airport,Ailuk Island,Marshall Islands,AIM
5816,Aur Island Airport,Aur Atoll,Marshall Islands,AUL
5817,Enyu Airfield,Bikini Atoll,Marshall Islands,BII
5818,Jabot Airport,Ailinglapalap Atoll,Marshall Islands,JAT
5819,Jeh Airport,Ailinglapalap Atoll,Marshall Islands,JEJ
5820,Kaben Airport,Kaben,Marshall Islands,KBT
5821,Likiep Airport,Likiep Island,Marshall Islands,LIK
5822,Maloelap Island Airport,Maloelap Island,Marshall Islands,MAV
5823,Mejit Atoll Airport,Mejit Atoll,Marshall Islands,MJB
5824,Majkin Airport,Majkin,Marshall Islands,MJE
5825,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,NDK
5826,Rongelap Island Airport,Rongelap Island,Marshall Islands,RNP
5827,Jaluit Airport,Jabor Jaluit Atoll,Marshall Islands,UIT
5828,Woja Airport,Majuro Atoll,Marshall Islands,WJA
5829,Wotje Atoll Airport,Wotje Atoll,Marshall Islands,WTE
5830,Wotho Island Airport,Wotho Island,Marshall Islands,WTO
5831,Ahuas Airport,Ahuas,Honduras,AHS
5832,Puerto Lempira Airport,Puerto Lempira,Honduras,PEU
5833,Mili Island Airport,Mili Island,Marshall Islands,MIJ
5834,Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW
5835,Ciudad Constitución Airport,Ciudad Constitución,Mexico,CUA
5836,Guerrero Negro Airport,Guerrero Negro,Mexico,GUB
5837,El Lencero Airport,Jalapa,Mexico,JAL
5838,Alonso Valderrama Airport,Chitré,Panama,CTD
5839,Enrique Adolfo Jimenez Airport,Colón,Panama,ONX
5840,Jaqué Airport,Jaqué,Panama,JQE
5841,Captain Ramon Xatruch Airport,La Palma,Panama,PLP
5842,Aerotortuguero Airport,Roxana,Costa Rica,TTQ
5843,Barra del Colorado Airport,Pococi,Costa Rica,BCL
5844,Cabo Velas Airport,Nicoya,Costa Rica,TNO
5845,Islita Airport,Nandayure,Costa Rica,PBP
5847,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM
5848,Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ
5849,Playa Samara Airport,Playa Samara,Costa Rica,\N
5850,Jérémie Airport,Jeremie,Haiti,JEE
5851,Port-de-Paix Airport,Port-de-Paix,Haiti,PAX
5852,Cayo Coco Airport,Cayo Coco,Cuba,\N
5853,Alberto Delgado Airport,Trinidad,Cuba,TND
5854,Salina Cruz Naval Air Station,Salina Cruz,Mexico,SCX
5855,Long Banga Airport,Long Banga,Malaysia,LBP
5856,Congo Town Airport,Andros,Bahamas,COX
5857,Arthur's Town Airport,Arthur's Town,Bahamas,ATC
5858,New Bight Airport,Cat Island,Bahamas,CAT
5859,Colonel Hill Airport,Colonel Hill,Bahamas,CRI
5860,Nassau Paradise Island Airport,Nassau,Bahamas,PID
5861,Enua Airport,Atiu Island,Cook Islands,AIU
5862,Mangaia Island Airport,Mangaia Island,Cook Islands,MGS
5863,Manihiki Island Airport,Manihiki Island,Cook Islands,MHX
5864,Mauke Airport,Mauke Island,Cook Islands,MUK
5865,Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI
5866,Tongareva Airport,Penrhyn Island,Cook Islands,PYE
5867,Cicia Airport,Cicia,Fiji,ICI
5868,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF
5869,Vunisea Airport,Vunisea,Fiji,KDV
5870,Mana Island Airport,Mana Island,Fiji,MNF
5871,Moala Airport,Moala,Fiji,MFJ
5872,Ngau Airport,Ngau,Fiji,NGI
5873,Lakeba Island Airport,Lakeba Island,Fiji,LKB
5874,Labasa Airport,Lambasa,Fiji,LBS
5875,Matei Airport,Matei,Fiji,TVU
5876,Koro Island Airport,Koro Island,Fiji,KXF
5877,Rotuma Airport,Rotuma,Fiji,RTA
5878,Savusavu Airport,Savusavu,Fiji,SVU
5879,Kaufana Airport,Eua Island,Tonga,EUA
5880,Lifuka Island Airport,Lifuka,Tonga,HPA
5881,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,NFO
5882,Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT
5883,Vanua Balavu Airport,Vanua Balavu,Fiji,VBV
5884,Niue International Airport,Alofi,Niue,IUE
5885,Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT
5886,Mountain Airport,Mountain,Nepal,MWP
5887,Maota Airport,Savaii Island,Samoa,MXS
5888,Apataki Airport,Apataki,French Polynesia,APK
5889,Ahe Airport,Ahe,French Polynesia,AHE
5890,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ
5891,Ua Pou Airport,Ua Pou,French Polynesia,UAP
5892,Ua Huka Airport,Ua Huka,French Polynesia,UAH
5893,Mota Lava Airport,Ablow,Vanuatu,MTV
5894,Sola Airport,Sola,Vanuatu,SLH
5895,Torres Airstrip,Loh/Linua,Vanuatu,TOH
5896,Siwo Airport,Sangafa,Vanuatu,EAE
5897,Craig Cove Airport,Craig Cove,Vanuatu,CCV
5898,Longana Airport,Longana,Vanuatu,LOD
5899,Sara Airport,Pentecost Island,Vanuatu,SSR
5900,Tavie Airport,Paama Island,Vanuatu,PBJ
5901,Lamap Airport,Lamap,Vanuatu,LPM
5902,Lamen Bay Airport,Lamen Bay,Vanuatu,LNB
5903,Maewo-Naone Airport,Maewo Island,Vanuatu,MWF
5904,Lonorore Airport,Lonorore,Vanuatu,LNE
5905,Norsup Airport,Norsup,Vanuatu,NUS
5906,Gaua Island Airport,Gaua Island,Vanuatu,ZGU
5907,Redcliffe Airport,Redcliffe,Vanuatu,RCL
5908,Santo Pekoa International Airport,Santo,Vanuatu,SON
5909,Tongoa Airport,Tongoa Island,Vanuatu,TGH
5910,Uléi Airport,Ambryn Island,Vanuatu,ULB
5911,Valesdir Airport,Valesdir,Vanuatu,VLS
5912,Southwest Bay Airport,Malekula Island,Vanuatu,SWJ
5913,North West Santo Airport,Olpoi,Vanuatu,OLZ
5914,Aneityum Airport,Anelghowhat,Vanuatu,AUY
5915,Aniwa Airport,Aniwa,Vanuatu,AWD
5916,Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY
5917,Futuna Airport,Futuna Island,Vanuatu,FTA
5918,Ipota Airport,Ipota,Vanuatu,IPA
5919,Tiga Airport,Tiga,New Caledonia,TGJ
5920,Île Art - Waala Airport,Waala,New Caledonia,BMY
5921,Île des Pins Airport,Île des Pins,New Caledonia,ILP
5922,Fayzabad Airport,Faizabad,Afghanistan,FBD
5924,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,DWD
5925,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF
5926,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,EWD
5927,Khoram Abad Airport,Khorram Abad,Iran,KHD
5928,Bam Airport,Bam,Iran,BXR
5929,Rafsanjan Airport,Rafsanjan,Iran,RJN
5930,Bojnord Airport,Bojnourd,Iran,BJB
5931,Sabzevar National Airport,Sabzevar,Iran,AFZ
5932,Noshahr Airport,Noshahr,Iran,NSH
5933,Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY
5934,Lar Airport,Lar,Iran,LRR
5935,Ardabil Airport,Ardabil,Iran,ADU
5936,Urmia Airport,Uromiyeh,Iran,OMH
5937,Al Ain International Airport,Al Ain,United Arab Emirates,AAN
5938,Bannu Airport,Bannu,Pakistan,BNP
5939,Bahawalpur Airport,Bahawalpur,Pakistan,BHV
5940,Chitral Airport,Chitral,Pakistan,CJL
5941,Dalbandin Airport,Dalbandin,Pakistan,DBA
