Sr.no,Airport Name,City,Country,Airport Code
2239,Bassel Al-Assad International Airport,Latakia,Syria,LTK
2240,Palmyra Airport,Palmyra,Syria,PMS
2241,Doha International Airport,Doha,Qatar,\N
2242,Canton Island Airport,Canton Island,Kiribati,CIS
2243,Rota International Airport,Rota,Northern Mariana Islands,ROP
2244,Saipan International Airport,Saipan,Northern Mariana Islands,SPN
2245,Andersen Air Force Base,Andersen,Guam,UAM
2246,Antonio B. Won Pat International Airport,Agana,Guam,GUM
2247,Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ
2249,Marshall Islands International Airport,Majuro,Marshall Islands,MAJ
2250,Dyess Army Air Field,Kwajalein,Marshall Islands,\N
2251,Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA
2252,Cassidy International Airport,Kiritimati,Kiribati,CXI
2253,Henderson Field,Midway,Midway Islands,MDY
2254,Chuuk International Airport,Chuuk,Micronesia,TKK
2255,Pohnpei International Airport,Pohnpei,Micronesia,PNI
2256,Babelthuap Airport,Babelthuap,Palau,ROR
2257,Kosrae International Airport,Kosrae,Micronesia,KSA
2258,Yap International Airport,Yap,Micronesia,YAP
2259,Kinmen Airport,Kinmen,Taiwan,KNH
2260,Pingtung South Airport,Pingtung,Taiwan,\N
2261,Longtan Air Base,Longtang,Taiwan,\N
2262,Taitung Airport,Fengnin,Taiwan,TTT
2263,Lyudao Airport,Green Island,Taiwan,GNI
2264,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH
2265,Chiayi Airport,Chiayi,Taiwan,CYI
2267,Lanyu Airport,Lanyu,Taiwan,KYD
2268,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ
2270,Tainan Airport,Tainan,Taiwan,TNN
2271,Hsinchu Air Base,Hsinchu,Taiwan,\N
2272,Makung Airport,Makung,Taiwan,MZG
2273,Chihhang Air Base,Taitung,Taiwan,\N
2274,Pingtung North Airport,Pingtung,Taiwan,PIF
2275,Taipei Songshan Airport,Taipei,Taiwan,TSA
2276,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE
2277,Wang-an Airport,Wang An,Taiwan,WOT
2278,Hualien Airport,Hualien,Taiwan,HUN
2279,Narita International Airport,Tokyo,Japan,NRT
2280,Matsumoto Airport,Matsumoto,Japan,MMJ
2281,Hyakuri Airport,Ibaraki,Japan,IBR
2282,Minami Torishima Airport,Minami Tori Shima,Japan,\N
2283,Iwo Jima Airport,Iwojima,Japan,IWO
2284,Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM
2285,Kohnan Airport,Kohnan,Japan,\N
2286,Tokachi-Obihiro Airport,Obihiro,Japan,OBO
2287,New Chitose Airport,Sapporo,Japan,CTS
2288,Hakodate Airport,Hakodate,Japan,HKD
2289,Chitose Air Base,Chitose,Japan,SPK
2290,Memanbetsu Airport,Memanbetsu,Japan,MMB
2291,Nakashibetsu Airport,Nakashibetsu,Japan,SHB
2293,Tokachi Airport,Tokachi,Japan,\N
2294,Wakkanai Airport,Wakkanai,Japan,WKJ
2295,Iki Airport,Iki,Japan,IKI
2296,Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ
2297,Tsushima Airport,Tsushima,Japan,TSJ
2298,Monbetsu Airport,Monbetsu,Japan,MBE
2299,Asahikawa Airport,Asahikawa,Japan,AKJ
2300,Okushiri Airport,Okushiri,Japan,OIR
2301,Rishiri Airport,Rishiri Island,Japan,RIS
2302,Ashiya Airport,Ashiya,Japan,\N
2303,Yakushima Airport,Yakushima,Japan,KUM
2304,Fukue Airport,Fukue,Japan,FUJ
2305,Fukuoka Airport,Fukuoka,Japan,FUK
2306,New Tanegashima Airport,Tanegashima,Japan,TNE
2307,Kagoshima Airport,Kagoshima,Japan,KOJ
2308,Miyazaki Airport,Miyazaki,Japan,KMI
2309,Nyutabaru Airport,Nyutabaru,Japan,\N
2310,Oita Airport,Oita,Japan,OIT
2311,Kitakyūshū Airport,Kitakyushu,Japan,KKJ
2312,Kumamoto Airport,Kumamoto,Japan,KMJ
2313,Nagasaki Airport,Nagasaki,Japan,NGS
2314,Kanoya Airport,Kanoya,Japan,\N
2315,Tsuiki Air Field,Tsuiki,Japan,\N
2316,Amami Airport,Amami,Japan,ASJ
2317,Okierabu Airport,Okierabu,Japan,\N
2318,Tokunoshima Airport,Tokunoshima,Japan,TKN
2319,Fukui Airport,Fukui,Japan,\N
2320,Gifu Airport,Gifu,Japan,\N
2321,Hamamatsu Airport,Hamamatsu,Japan,\N
2322,Komatsu Airport,Kanazawa,Japan,KMQ
2323,Oki Airport,Oki Island,Japan,OKI
2324,Toyama Airport,Toyama,Japan,TOY
2325,Shizuhama Airport,Yaizu,Japan,\N
2326,Hiroshima Airport,Hiroshima,Japan,HIJ
2327,Okayama Airport,Okayama,Japan,OKJ
2328,Izumo Airport,Izumo,Japan,IZO
2329,Hofu Airport,Hofu,Japan,\N
2330,Miho Yonago Airport,Miho,Japan,YGJ
2331,Iwakuni Mcas,Iwakuni,Japan,\N
2332,Kōchi Ryōma Airport,Kochi,Japan,KCZ
2333,Matsuyama Airport,Matsuyama,Japan,MYJ
2334,Osaka International Airport,Osaka,Japan,ITM
2335,Tottori Airport,Tottori,Japan,TTJ
2336,Tokushima Airport,Tokushima,Japan,TKS
2337,Takamatsu Airport,Takamatsu,Japan,TAK
2338,Yao Airport,Osaka,Japan,\N
2339,Ozuki Airport,Ozuki,Japan,\N
2340,Aomori Airport,Aomori,Japan,AOJ
2341,Yamagata Airport,Yamagata,Japan,GAJ
2342,Sado Airport,Sado,Japan,SDS
2343,Hachinohe Airport,Hachinoe,Japan,\N
2344,Hanamaki Airport,Hanamaki,Japan,HNA
2345,Akita Airport,Akita,Japan,AXT
2346,Misawa Air Base,Misawa,Japan,MSJ
2347,Sendai Airport,Sendai,Japan,SDJ
2348,Matsushima Air Base,Matsushima,Japan,\N
2350,Atsugi Naval Air Facility,Atsugi,Japan,\N
2351,Tateyama Airport,Tateyama,Japan,\N
2352,Hachijojima Airport,Hachijojima,Japan,HAC
2353,Iruma Air Base,Iruma,Japan,\N
2354,Kisarazu Airport,Kisarazu,Japan,\N
2355,Shimofusa Airport,Shimofusa,Japan,\N
2356,Oshima Airport,Oshima,Japan,OIM
2358,Kastner Army Heliport,Zama,Japan,\N
2359,Tokyo Haneda International Airport,Tokyo,Japan,HND
2360,Yokota Air Base,Yokota,Japan,OKO
2361,Gwangju Airport,Kwangju,South Korea,KWJ
2364,Jeon Ju Airport,Jhunju,South Korea,CHN
2365,Yeosu Airport,Yeosu,South Korea,RSU
2366,Sokcho Airport,Sokch'o,South Korea,SHO
2367,Gangneung Airport,Kangnung,South Korea,KAG
2370,Jeju International Airport,Cheju,South Korea,CJU
2371,Jinhae Airport,Chinhae,South Korea,\N
2372,Gimhae International Airport,Busan,South Korea,PUS
2374,Ulsan Airport,Ulsan,South Korea,USN
2375,A 511 Airport,Pyongtaek,South Korea,\N
2376,Seoul Air Base,Seoul East,South Korea,SSN
2377,Osan Air Base,Osan,South Korea,OSN
2378,Gimpo International Airport,Seoul,South Korea,GMP
2379,Suwon Airport,Suwon,South Korea,SWU
2380,Pohang Airport,Pohang,South Korea,KPO
2381,Daegu Airport,Taegu,South Korea,TAE
2383,Yecheon Airport,Yechon,South Korea,YEC
2384,Naha Airport,Okinawa,Japan,OKA
2385,Ie Shima Auxiliary Air Base,Iejima,Japan,\N
2386,Kadena Air Base,Kadena,Japan,DNA
2387,Ishigaki Airport,Ishigaki,Japan,ISG
2388,Kumejima Airport,Kumejima,Japan,UEO
2389,Minami-Daito Airport,Minami Daito,Japan,MMD
2390,Miyako Airport,Miyako,Japan,MMY
2391,Kitadaito Airport,Kitadaito,Japan,KTD
2392,Shimojishima Airport,Shimojishima,Japan,SHI
2393,Tarama Airport,Tarama,Japan,\N
2394,Yoron Airport,Yoron,Japan,RNJ
2395,Futenma Marine Corps Air Station,Futema,Japan,\N
2396,Yonaguni Airport,Yonaguni Jima,Japan,OGN
2397,Ninoy Aquino International Airport,Manila,Philippines,MNL
2399,Awang Airport,Cotabato,Philippines,CBO
2400,Cagayan De Oro Airport,Ladag,Philippines,CGY
2401,Pagadian Airport,Pagadian,Philippines,PAG
2402,General Santos International Airport,Romblon,Philippines,GES
2404,Zamboanga International Airport,Zamboanga,Philippines,ZAM
2405,Loakan Airport,Baguio,Philippines,BAG
2406,Daet Airport,Daet,Philippines,\N
2407,Basa Air Base,Floridablanca,Philippines,\N
2408,Lingayen Airport,Lingayen,Philippines,\N
2409,San Jose Airport,San Jose,Philippines,SJI
2410,Fernando Air Base,Lipa,Philippines,\N
2411,Mamburao Airport,Mamburao,Philippines,\N
2414,Vigan Airport,Vigan,Philippines,\N
2415,Dr.Juan C. Angara Airport,Baler,Philippines,\N
2421,Bagabag Airport,Bagabag,Philippines,\N
2422,Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC
2423,Bacolod-Silay City International Airport,Bacolod,Philippines,BCD
2425,Sibulan Airport,Dumaguete,Philippines,DGT
2426,Godofredo P. Ramos Airport,Caticlan,Philippines,MPH
2428,Guiuan Airport,Guiuan,Philippines,\N
2429,Iloilo International Airport,Iloilo,Philippines,ILO
2430,Kalibo International Airport,Kalibo,Philippines,KLO
2433,Puerto Princesa Airport,Puerto Princesa,Philippines,PPS
2435,Evelio Javier Airport,San Jose,Philippines,\N
2436,Comodoro Pierrestegui Airport,Concordia,Argentina,COC
2437,Gualeguaychu Airport,Gualeguaychu,Argentina,GHU
2438,Junin Airport,Junin,Argentina,\N
2439,General Urquiza Airport,Parana,Argentina,PRA
2440,Islas Malvinas Airport,Rosario,Argentina,ROS
2441,Sauce Viejo Airport,Santa Fe,Argentina,SFN
2442,Jorge Newbery Airpark,Buenos Aires,Argentina,AEP
2443,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR
2444,Chamical Airport,Gobernador Gordillo,Argentina,\N
2445,San Fernando Airport,San Fernando,Argentina,\N
2446,Mariano Moreno Airport,Jose C. Paz,Argentina,\N
2447,La Plata Airport,La Plata,Argentina,LPG
2448,Moron Airport,Moron,Argentina,\N
2449,El Palomar Airport,El Palomar,Argentina,\N
2450,Chos Malal Airport,Chosmadal,Argentina,\N
2451,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,\N
2452,El Plumerillo Airport,Mendoza,Argentina,MDZ
2453,Comodoro D.R. Salomón Airport,Malargue,Argentina,LGS
2454,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA
2455,Catamarca Airport,Catamarca,Argentina,CTC
2456,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,SDE
2457,Tinogasta Airport,Tinogasta,Argentina,\N
2458,Capitan V A Almonacid Airport,La Rioja,Argentina,IRJ
2459,Chilecito Airport,Chilecito,Argentina,\N
2460,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC
2461,Domingo Faustino Sarmiento Airport,San Julian,Argentina,UAQ
2462,Area De Material Airport,Rio Cuarto,Argentina,RCU
2463,Villa Dolores Airport,Villa Dolores,Argentina,VDR
2464,La Quiaca Airport,Laboulaye,Argentina,\N
2465,Marcos Juarez Airport,Marcos Juarez,Argentina,\N
2466,Villa Reynolds Airport,Villa Reynolds,Argentina,\N
2467,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,LUQ
2468,Corrientes Airport,Corrientes,Argentina,CNQ
2469,Resistencia International Airport,Resistencia,Argentina,RES
2470,Formosa Airport,Formosa,Argentina,FMA
2471,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR
2472,Paso De Los Libres Airport,Paso De Los Libres,Argentina,AOL
2473,Monte Caseros Airport,Monte Caseros,Argentina,\N
2474,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,PSS
2475,Termal,Presidencia R.s.pena,Argentina,\N
2476,Martin Miguel De Guemes International Airport,Salta,Argentina,SLA
2477,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ
2478,Orán Airport,Oran,Argentina,ORA
2479,Laboulaye Airport,La Quiaca,Argentina,\N
2481,El Dorado Airport,El Dorado,Argentina,\N
2482,Goya Airport,Goya,Argentina,\N
2483,Oberá Airport,Obera,Argentina,\N
2484,Reconquista Airport,Reconquista,Argentina,\N
2485,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,\N
2486,El Bolson Airport,El Bolson,Argentina,EHL
2487,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD
2488,Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS
2490,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL
2491,Gobernador Castello Airport,Viedma,Argentina,VDM
2492,El Tehuelche Airport,Puerto Madryn,Argentina,PMY
2493,Marambio Base,Marambio Base,Antarctica,\N
2494,Puerto Deseado Airport,Puerto Deseado,Argentina,PUD
2495,Hermes Quijada International Airport,Rio Grande,Argentina,RGA
2496,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,RGL
2497,Malvinas Argentinas Airport,Ushuaia,Argentina,USH
2498,Capitan D Daniel Vazquez Airport,San Julian,Argentina,ULA
2499,Perito Moreno Airport,Perito Moreno,Argentina,PMQ
2500,Santa Cruz Airport,Santa Cruz,Argentina,RZA
2501,Comandante Espora Airport,Bahia Blanca,Argentina,BHI
2502,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,\N
2503,Olavarria Airport,Olavarria,Argentina,\N
2504,General Pico Airport,General Pico,Argentina,\N
2505,Tres Arroyos Airport,Tres Arroyos,Argentina,\N
2506,Bolivar Airport,Bolivar,Argentina,\N
2508,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ
2509,Presidente Peron Airport,Neuquen,Argentina,NQN
2511,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,\N
2512,Santa Rosa Airport,Santa Rosa,Argentina,RSA
2513,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC
2514,Héroes De Malvinas Airport,Tandil,Argentina,TDL
2515,Villa Gesell Airport,Villa Gesell,Argentina,VLG
2516,Cutral-Co Airport,Cutralco,Argentina,\N
2517,Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC
2518,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ
2519,Campo Délio Jardim de Mattos Airport,Rio De Janeiro,Brazil,\N
2520,Amapá Airport,Amapa,Brazil,\N
2521,Araraquara Airport,Araracuara,Brazil,AQA
2522,Santa Maria Airport,Aracaju,Brazil,AJU
2523,Assis,Assis,Brazil,\N
2524,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL
2525,Araçatuba Airport,Aracatuba,Brazil,ARU
2526,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL
2527,Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX
2528,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU
2529,Bacacheri Airport,Curitiba,Brazil,BFH
2530,Major Brigadeiro Doorgal Borges Airport,Barbacena,Brazil,\N
2531,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB
2532,Bauru Airport,Bauru,Brazil,BAU
2533,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB
2534,Barra do Garças Airport,Barra Do Garcas,Brazil,\N
2535,Cascavel Airport,Cascavel,Brazil,CAC
2536,Cachimbo Airport,Itaituba,Brazil,\N
2537,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF
2538,Campo Grande Airport,Campo Grande,Brazil,CGR
2539,Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP
2540,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,CLN
2541,Diomício Freitas Airport,Criciuma,Brazil,CCM
2542,Canoas Air Force Base,Porto Alegre,Brazil,\N
2543,Bartolomeu Lisandro Airport,Campos,Brazil,CAW
2544,Corumbá International Airport,Corumba,Brazil,CMG
2545,Afonso Pena Airport,Curitiba,Brazil,CWB
2546,Caravelas Airport,Caravelas,Brazil,CRQ
2547,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ
2548,Marechal Rondon Airport,Cuiaba,Brazil,CGB
2549,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS
2550,Presidente Prudente Airport,President Prudente,Brazil,PPB
2551,Eduardo Gomes International Airport,Manaus,Brazil,MAO
2552,Jacareacanga Airport,Jacare-acanga,Brazil,\N
2553,São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,Brazil,\N
2554,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU
2555,Hercílio Luz International Airport,Florianopolis,Brazil,FLN
2556,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN
2557,Fronteira,Fronteira,Brazil,\N
2558,Furnas Airport,Alpinopolis,Brazil,\N
2559,Pinto Martins International Airport,Fortaleza,Brazil,FOR
2560,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG
2561,Guajará-Mirim Airport,Guajara-mirim,Brazil,\N
2562,Santa Genoveva Airport,Goiania,Brazil,GYN
2563,EMBRAER - Unidade Gavião Peixoto Airport,Macae,Brazil,\N
2564,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU
2565,Guaratinguetá Airport,Guaratingueta,Brazil,\N
2566,Altamira Airport,Altamira,Brazil,ATM
2567,Itacoatiara Airport,Itaituba,Brazil,\N
2568,Itaituba Airport,Itaituba,Brazil,ITB
2569,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS
2570,Usiminas Airport,Ipatinga,Brazil,IPN
2571,Francisco Vilela do Amaral Airport,Itumbiara,Brazil,\N
2572,Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP
2573,Belém/Brigadeiro Protásio de Oliveira Airport,Belem,Brazil,\N
2574,Francisco de Assis Airport,Juiz De Fora,Brazil,JDF
2575,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA
2576,Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI
2577,Presidente João Suassuna Airport,Campina Grande,Brazil,CPV
2578,Viracopos International Airport,Campinas,Brazil,VCP
2579,Lages Airport,Lajes,Brazil,\N
2580,Lins Airport,Lins,Brazil,LIP
2581,Governador José Richa Airport,Londrina,Brazil,LDB
2582,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,LAZ
2583,Lagoa Santa Airport,Lagoa Santa,Brazil,\N
2584,João Correa da Rocha Airport,Maraba,Brazil,MAB
2585,Monte Dourado Airport,Almeirim,Brazil,\N
2586,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF
2587,Mário Ribeiro Airport,Montes Claros,Brazil,MOC
2589,Ponta Pelada Airport,Manaus,Brazil,PLL
2590,Zumbi dos Palmares Airport,Maceio,Brazil,MCZ
2591,Alberto Alcolumbre Airport,Macapa,Brazil,MCP
2592,Dix-Sept Rosado Airport,Mocord,Brazil,MVF
2593,Campo de Marte Airport,Sao Paulo,Brazil,\N
2594,Manicoré Airport,Manicore,Brazil,MNX
2595,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT
2596,Santo Ângelo Airport,Santo Angelo,Brazil,GEL
2597,Governador Aluízio Alves International Airport,Natal,Brazil,NAT
2598,Oiapoque Airport,Oioiapoque,Brazil,\N
2599,Salgado Filho Airport,Porto Alegre,Brazil,POA
2600,Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,\N
2601,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,POO
2602,Lauro Kurtz Airport,Passo Fundo,Brazil,PFB
2603,João Simões Lopes Neto International Airport,Pelotas,Brazil,PET
2604,Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ
2605,Porto Nacional Airport,Porto Nacional,Brazil,PNB
2606,Ponta Porã Airport,Ponta Pora,Brazil,PMG
2607,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH
2609,Plácido de Castro Airport,Rio Branco,Brazil,RBR
2610,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC
2611,Rio Grande,Rio Grande,Brazil,RIG
2612,Santos Dumont Airport,Rio De Janeiro,Brazil,SDU
2613,Leite Lopes Airport,Ribeirao Preto,Brazil,RAO
2614,Santa Cruz Airport,Rio De Janeiro,Brazil,STU
2615,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SJK
2616,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ
2618,Congonhas Airport,Sao Paulo,Brazil,CGH
2619,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SJP
2620,Base Aérea de Santos Airport,Santos,Brazil,SSZ
2621,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA
2622,Trombetas Airport,Oriximina,Brazil,TMT
2623,Senador Petrônio Portela Airport,Teresina,Brazil,THE
2624,Tefé Airport,Tefe,Brazil,TFF
2625,Tarauacá Airport,Tarauaca,Brazil,\N
2626,Telêmaco Borba Airport,Telemaco Borba,Brazil,\N
2627,Tiriós Airport,Obidos Tirios,Brazil,\N
2628,Tabatinga Airport,Tabatinga,Brazil,TBT
2629,Tucuruí Airport,Tucurui,Brazil,TUR
2630,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,SJL
2631,Paulo Afonso Airport,Paulo Alfonso,Brazil,PAV
2632,Rubem Berta Airport,Uruguaiana,Brazil,URG
2633,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI
2634,Urubupunga,Castilho,Brazil,\N
2635,Mário de Almeida Franco Airport,Uberaba,Brazil,UBA
2636,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,VAG
2637,Brigadeiro Camarão Airport,Vilhena,Brazil,BVH
2638,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX
2639,Iauaretê Airport,Iauarete,Brazil,\N
2640,Campo Fontenelle Airport,Piracununga,Brazil,QPS
2641,Chacalluta Airport,Arica,Chile,ARI
2642,Balmaceda Airport,Balmaceda,Chile,BBA
2643,El Bosque Airport,Santiago,Chile,\N
2644,Chile Chico Airport,Chile Chico,Chile,CCH
2645,El Loa Airport,Calama,Chile,CJC
2646,Gral. Bernardo O´Higgins Airport,Chillan,Chile,\N
2647,Pdte. carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ
2648,Teniente Vidal Airport,Coyhaique,Chile,GXQ
2649,Diego Aracena Airport,Iquique,Chile,IQQ
2650,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL
2651,Cerro Moreno Airport,Antofagasta,Chile,ANF
2652,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,WPR
2653,Futaleufú Airport,Futaleufu,Chile,\N
2654,María Dolores Airport,Los Angeles,Chile,LSQ
2655,Guardiamarina Zañartu Airport,Puerto Williams,Chile,WPU
2656,Carriel Sur Airport,Concepcion,Chile,CCP
2657,Mataveri Airport,Easter Island,Chile,IPC
2658,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,ZOS
2659,Vallenar Airport,Vallenar,Chile,\N
2660,De La Independencia Airport,Rancagua,Chile,\N
2661,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,\N
2662,La Florida Airport,La Serena,Chile,LSC
2663,Eulogio Sánchez Airport,Santiago,Chile,\N
